image_id,filename,file_number,scanner,scanner_label,num_mitoses,mitosis_coords,width,height
13,013.tiff,13,Hamamatsu-XR,Scanner_A,33,"[[2512, 129, 2562, 179], [6008, 697, 6058, 747], [2098, 1545, 2148, 1595], [1823, 1580, 1873, 1630], [206, 1840, 256, 1890], [174, 2123, 224, 2173], [5218, 1944, 5268, 1994], [5299, 2209, 5349, 2259], [1270, 2934, 1320, 2984], [1685, 2836, 1735, 2886], [4601, 2634, 4651, 2684], [5196, 2544, 5246, 2594], [1994, 3834, 2044, 3884], [4903, 3370, 4953, 3420], [6796, 3754, 6846, 3804], [430, 4083, 480, 4133], [1981, 4101, 2031, 4151], [2409, 4191, 2459, 4241], [3039, 3969, 3089, 4019], [4986, 4540, 5036, 4590], [5242, 3938, 5292, 3988], [311, 4722, 361, 4772], [3631, 5352, 3681, 5402], [3702, 5337, 3752, 5387], [3044, 4919, 3094, 4969], [4931, 4962, 4981, 5012], [5549, 5213, 5599, 5263], [6170, 5130, 6220, 5180], [3093, 1359, 3143, 1409], [136, 637, 186, 687], [6344, 2336.5, 6394, 2386.5], [3217, 4133, 3267, 4183], [3027, 2996, 3077, 3046]]",7215,5412
14,014.tiff,14,Hamamatsu-XR,Scanner_A,25,"[[1848, 50, 1898, 100], [1075, 719, 1125, 769], [3095, 753, 3145, 803], [3425, 347, 3475, 397], [6931, 298, 6981, 348], [1814, 1341, 1864, 1391], [3707, 1330, 3757, 1380], [2846, 1947, 2896, 1997], [5039, 3239, 5089, 3289], [6739, 3630, 6789, 3680], [903, 4080, 953, 4130], [4054, 4394, 4104, 4444], [1656.5, 1738.5, 1706.5, 1788.5], [2290.5, 2129.5, 2340.5, 2179.5], [2123, 1682.5, 2173, 1732.5], [379, 657, 429, 707], [4432, 1395, 4482, 1445], [2033.5, 1048.5, 2083.5, 1098.5], [5526, 4296.5, 5576, 4346.5], [3941.5, 2851.5, 3991.5, 2901.5], [5527, 1911.5, 5577, 1961.5], [1234, 1141, 1284, 1191], [5532.5, 2835.5, 5582.5, 2885.5], [6453, 4328, 6503, 4378], [6007, 1853.5, 6057, 1903.5]]",7215,5412
15,015.tiff,15,Hamamatsu-XR,Scanner_A,12,"[[4291, 675, 4341, 725], [5738, 810, 5788, 860], [3754, 2309, 3804, 2359], [4068, 2242, 4118, 2292], [3714, 3025, 3764, 3075], [4949, 3036, 4999, 3086], [1012, 4509, 1062, 4559], [3089, 4477, 3139, 4527], [3736, 4967, 3786, 5017], [4917, 4597, 4967, 4647], [4590, 5063.5, 4640, 5113.5], [2423, 4696.5, 2473, 4746.5]]",7215,5412
16,016.tiff,16,Hamamatsu-XR,Scanner_A,32,"[[1027, 457, 1077, 507], [3706, 541, 3756, 591], [3141, 383, 3191, 433], [4541, 227, 4591, 277], [5651, 582, 5701, 632], [5073, 1221, 5123, 1271], [3916, 2021, 3966, 2071], [5589, 2019, 5639, 2069], [6298, 2261, 6348, 2311], [614, 2686, 664, 2736], [678, 2927, 728, 2977], [7132, 2815, 7182, 2865], [3945, 3726, 3995, 3776], [3623, 3791, 3673, 3841], [3886, 4227, 3936, 4277], [4080, 4910, 4130, 4960], [7101, 4988, 7151, 5038], [6255.5, 1723.5, 6305.5, 1773.5], [5834.5, 910, 5884.5, 960], [110, 135, 160, 185], [1151.5, 3191, 1201.5, 3241], [4369, 2383, 4419, 2433], [639.5, 3870.5, 689.5, 3920.5], [5729.5, 4712.5, 5779.5, 4762.5], [484.5, 4866.5, 534.5, 4916.5], [3515, 4373, 3565, 4423], [2163, 2301, 2213, 2351], [3677, 916, 3727, 966], [143.5, 3692.5, 193.5, 3742.5], [3318.5, 4595.5, 3368.5, 4645.5], [3208.5, 4270, 3258.5, 4320], [5725, 3744.5, 5775, 3794.5]]",7215,5412
17,017.tiff,17,Hamamatsu-XR,Scanner_A,6,"[[1737, 1511, 1787, 1561], [2201, 2307, 2251, 2357], [4368, 1876, 4418, 1926], [1738, 3043, 1788, 3093], [965, 4027, 1015, 4077], [4844.5, 123.5, 4894.5, 173.5]]",7215,5412
18,018.tiff,18,Hamamatsu-XR,Scanner_A,7,"[[752, 567, 802, 617], [3806, 4389, 3856, 4439], [6819, 4396, 6869, 4446], [6416, 4613, 6466, 4663], [3725.5, 888, 3775.5, 938], [5562, 2008, 5612, 2058], [5528.5, 372, 5578.5, 422]]",7215,5412
19,019.tiff,19,Hamamatsu-XR,Scanner_A,7,"[[3110, 1703, 3160, 1753], [3427, 2863, 3477, 2913], [4878, 3380, 4928, 3430], [5042, 4199, 5092, 4249], [4396, 4641, 4446, 4691], [2618.5, 3693.5, 2668.5, 3743.5], [4613, 3018.5, 4663, 3068.5]]",7215,5412
20,020.tiff,20,Hamamatsu-XR,Scanner_A,26,"[[2929, 704, 2979, 754], [3843, 431, 3893, 481], [5047, 634, 5097, 684], [2643, 1283, 2693, 1333], [2918, 986, 2968, 1036], [2834, 865, 2884, 915], [407, 1589, 457, 1639], [748, 1796, 798, 1846], [1149, 2071, 1199, 2121], [2191, 1741, 2241, 1791], [7060, 1969, 7110, 2019], [4167, 3094, 4217, 3144], [4429, 2833, 4479, 2883], [2090, 3535, 2140, 3585], [4184, 3857, 4234, 3907], [3757, 3489, 3807, 3539], [5559, 3686, 5609, 3736], [413, 4551, 463, 4601], [3473, 3960, 3523, 4010], [4459, 4899, 4509, 4949], [5327, 4785, 5377, 4835], [6166, 4991, 6216, 5041], [3913, 2763, 3963, 2813], [4194, 3654, 4244, 3704], [3162.5, 4846.5, 3212.5, 4896.5], [1972, 3669, 2022, 3719]]",7215,5412
21,021.tiff,21,Hamamatsu-XR,Scanner_A,15,"[[2375, 187, 2425, 237], [2543, 324, 2593, 374], [2759, 29, 2809, 79], [266, 73, 316, 123], [1061, 382, 1111, 432], [659, 2824, 709, 2874], [434, 2702, 484, 2752], [3258, 2431, 3308, 2481], [4594, 2551, 4644, 2601], [5075, 3150, 5125, 3200], [6580, 3418, 6630, 3468], [1566, 4183, 1616, 4233], [2067, 4511, 2117, 4561], [2468, 5148, 2518, 5198], [6435, 3877, 6485, 3927]]",7215,5412
22,022.tiff,22,Hamamatsu-XR,Scanner_A,8,"[[7043, 1177, 7093, 1227], [883, 1906, 933, 1956], [5992, 2221, 6042, 2271], [2285, 2454, 2335, 2504], [6824.5, 3836.5, 6874.5, 3886.5], [3352.5, 3074.5, 3402.5, 3124.5], [4010, 4977.5, 4060, 5027.5], [4537.5, 1377.5, 4587.5, 1427.5]]",7215,5412
23,023.tiff,23,Hamamatsu-XR,Scanner_A,21,"[[1334, 669, 1384, 719], [989, 86, 1039, 136], [3776, 534, 3826, 584], [2328, 1046, 2378, 1096], [5731, 944, 5781, 994], [1952, 2726, 2002, 2776], [6172, 2497, 6222, 2547], [1003, 3680, 1053, 3730], [1047, 3715, 1097, 3765], [1475, 3577, 1525, 3627], [1391, 3690, 1441, 3740], [443, 3677, 493, 3727], [6545, 3720, 6595, 3770], [1696, 4175, 1746, 4225], [275, 5023, 325, 5073], [1199, 5068, 1249, 5118], [856, 5251, 906, 5301], [1490, 5261, 1540, 5311], [6634, 4913, 6684, 4963], [4.5, 2289.5, 54.5, 2339.5], [2198.5, 76, 2248.5, 126]]",7215,5412
24,024.tiff,24,Hamamatsu-XR,Scanner_A,99,"[[2662, 665, 2712, 715], [2485, -9, 2535, 41], [2093, 330, 2143, 380], [1770, 99, 1820, 149], [1085, 740, 1135, 790], [1345, 874, 1395, 924], [525, 22, 575, 72], [3387, 423, 3437, 473], [3667, 482, 3717, 532], [4706, 650, 4756, 700], [5698, 765, 5748, 815], [6645, 787, 6695, 837], [6801, 264, 6851, 314], [6714, 13, 6764, 63], [6777, 142, 6827, 192], [1345, 1414, 1395, 1464], [504, 860, 554, 910], [2672, 1142, 2722, 1192], [2874, 1214, 2924, 1264], [3594, 864, 3644, 914], [3824, 1150, 3874, 1200], [5405, 1275, 5455, 1325], [5854, 955, 5904, 1005], [6165, 1224, 6215, 1274], [6209, 1504, 6259, 1554], [5935, 1220, 5985, 1270], [421, 2313, 471, 2363], [1288, 1565, 1338, 1615], [1170, 2023, 1220, 2073], [2195, 1980, 2245, 2030], [2387, 2025, 2437, 2075], [1664, 2329, 1714, 2379], [3774, 2145, 3824, 2195], [3735, 1814, 3785, 1864], [5304, 1772, 5354, 1822], [5408, 2026, 5458, 2076], [4943, 1785, 4993, 1835], [5894, 1808, 5944, 1858], [6146, 2301, 6196, 2351], [317, 2653, 367, 2703], [1652, 2531, 1702, 2581], [3439, 2450, 3489, 2500], [4855, 2555, 4905, 2605], [5136, 2563, 5186, 2613], [4435, 2639, 4485, 2689], [4350, 2407, 4400, 2457], [1702, 3383, 1752, 3433], [2952, 3428, 3002, 3478], [3175, 3462, 3225, 3512], [3173, 3317, 3223, 3367], [4592, 3515, 4642, 3565], [6204, 3654, 6254, 3704], [6001, 3817, 6051, 3867], [6609, 3860, 6659, 3910], [6601, 3226, 6651, 3276], [5837, 3798, 5887, 3848], [38, 4393, 88, 4443], [975, 4297, 1025, 4347], [7172, 4206, 7222, 4256], [116, 4883, 166, 4933], [989, 5124, 1039, 5174], [2270, 5210, 2320, 5260], [1755, 4985, 1805, 5035], [5312, 4841, 5362, 4891], [5743, 5283, 5793, 5333], [5847, 5373, 5897, 5423], [243, 396, 293, 446], [3426, 685, 3476, 735], [3139, 668, 3189, 718], [2899, 397, 2949, 447], [4385, 235, 4435, 285], [5025, 524, 5075, 574], [1114, 1244, 1164, 1294], [680, 1551, 730, 1601], [4114, 1721, 4164, 1771], [5629, 2072, 5679, 2122], [430, 2386, 480, 2436], [616, 2291, 666, 2341], [1184, 2957, 1234, 3007], [7046, 2430, 7096, 2480], [916, 3745, 966, 3795], [1925, 3345, 1975, 3395], [3739, 3242, 3789, 3292], [2447, 4145, 2497, 4195], [3915, 5123, 3965, 5173], [6317.5, 963.5, 6367.5, 1013.5], [6325.5, 2210.5, 6375.5, 2260.5], [3917, 4132, 3967, 4182], [542, 454.5, 592, 504.5], [3709.5, 4203.5, 3759.5, 4253.5], [-3.5, 4888, 46.5, 4938], [5936, 2870, 5986, 2920], [175, 1392, 225, 1442], [2157.5, 127, 2207.5, 177], [2532, 1729, 2582, 1779], [4116, 2469, 4166, 2519], [5299.5, 879.5, 5349.5, 929.5], [1853, 873, 1903, 923], [1616, 2155, 1666, 2205]]",7215,5412
25,025.tiff,25,Hamamatsu-XR,Scanner_A,10,"[[2175, 855, 2225, 905], [5887, 1498, 5937, 1548], [5981, 1392, 6031, 1442], [4077, 2227, 4127, 2277], [4827, 2165, 4877, 2215], [3820, 3690, 3870, 3740], [5196, 4173, 5246, 4223], [5315, 4281, 5365, 4331], [3040, 4734, 3090, 4784], [5322, 4803, 5372, 4853]]",7215,5412
26,026.tiff,26,Hamamatsu-XR,Scanner_A,12,"[[2763, 899, 2813, 949], [3440, 933, 3490, 983], [3103, 2277, 3153, 2327], [4789, 1675, 4839, 1725], [1613.5, 1589.5, 1663.5, 1639.5], [6453, 1224.5, 6503, 1274.5], [4552, 3282.5, 4602, 3332.5], [2683.5, 908.5, 2733.5, 958.5], [473.5, 2986.5, 523.5, 3036.5], [2461.5, 1828.5, 2511.5, 1878.5], [2205.5, 4153, 2255.5, 4203], [473, 2082, 523, 2132]]",7215,5412
27,027.tiff,27,Hamamatsu-XR,Scanner_A,67,"[[2141, 369, 2191, 419], [1550, -2, 1600, 48], [2201, 38, 2251, 88], [2727, 379, 2777, 429], [1613, 200, 1663, 250], [798, 364, 848, 414], [687, 346, 737, 396], [1292, 824, 1342, 874], [391, 957, 441, 1007], [379, 863, 429, 913], [3380, 499, 3430, 549], [3422, 448, 3472, 498], [4218, 312, 4268, 362], [3071, 112, 3121, 162], [5563, 278, 5613, 328], [6588, 762, 6638, 812], [6707, 663, 6757, 713], [7155, 305, 7205, 355], [1044, 1077, 1094, 1127], [2136, 1378, 2186, 1428], [2737, 1316, 2787, 1366], [3250, 999, 3300, 1049], [3795, 1132, 3845, 1182], [4080, 840, 4130, 890], [3629, 884, 3679, 934], [5806, 870, 5856, 920], [1089, 1935, 1139, 1985], [2335, 1800, 2385, 1850], [5378, 1713, 5428, 1763], [5769, 1775, 5819, 1825], [6963, 1773, 7013, 1823], [2650, 2531, 2700, 2581], [2824, 2641, 2874, 2691], [3694, 2681, 3744, 2731], [3736, 2813, 3786, 2863], [4313, 2472, 4363, 2522], [5265, 2655, 5315, 2705], [5399, 2971, 5449, 3021], [4229, 2962, 4279, 3012], [7117, 2716, 7167, 2766], [2191, 3243, 2241, 3293], [3942, 3568, 3992, 3618], [4867, 3452, 4917, 3502], [6324, 3435, 6374, 3485], [6665, 3565, 6715, 3615], [6898, 3499, 6948, 3549], [1377, 3947, 1427, 3997], [2655, 4470, 2705, 4520], [2194, 4236, 2244, 4286], [3601, 4375, 3651, 4425], [3405, 4367, 3455, 4417], [937, 5309, 987, 5359], [4297, 5176, 4347, 5226], [6702, 5233, 6752, 5283], [6732.5, 2643.5, 6782.5, 2693.5], [6807, 4453, 6857, 4503], [5124.5, 641, 5174.5, 691], [5655, 3154, 5705, 3204], [3060, -1, 3110, 49], [1849, 5073.5, 1899, 5123.5], [6108.5, 1850, 6158.5, 1900], [6913, 2634.5, 6963, 2684.5], [4341, 2200.5, 4391, 2250.5], [3477.5, 933, 3527.5, 983], [5794, 4312.5, 5844, 4362.5], [4079.5, 59.5, 4129.5, 109.5], [4487.5, 2117.5, 4537.5, 2167.5]]",7215,5412
28,028.tiff,28,Hamamatsu-XR,Scanner_A,2,"[[3947, 1288, 3997, 1338], [5280, 3438, 5330, 3488]]",7215,5412
29,029.tiff,29,Hamamatsu-XR,Scanner_A,8,"[[2281, 64, 2331, 114], [6096, 2337, 6146, 2387], [899, 2408, 949, 2458], [1129, 2718, 1179, 2768], [4214, 2903, 4264, 2953], [4961, 2659, 5011, 2709], [1128, 3910, 1178, 3960], [6716, 4500, 6766, 4550]]",7215,5412
30,030.tiff,30,Hamamatsu-XR,Scanner_A,29,"[[3016, 197, 3066, 247], [4617, 303, 4667, 353], [5781, 461, 5831, 511], [6342, 59, 6392, 109], [246, 1439, 296, 1489], [5601, 1963, 5651, 2013], [6446, 2249, 6496, 2299], [88, 2465, 138, 2515], [4810, 2815, 4860, 2865], [6098, 2832, 6148, 2882], [7039, 2566, 7089, 2616], [3862, 3786, 3912, 3836], [4029, 3538, 4079, 3588], [4399, 3152, 4449, 3202], [5545, 3620, 5595, 3670], [6392, 3136, 6442, 3186], [2947, 4420, 2997, 4470], [5049, 4131, 5099, 4181], [4405, 4575, 4455, 4625], [4130, 5121, 4180, 5171], [432.5, 490.5, 482.5, 540.5], [6726.5, 4873.5, 6776.5, 4923.5], [6140, 1306, 6190, 1356], [4314.5, -11, 4364.5, 39], [982.5, 3739.5, 1032.5, 3789.5], [5992, 3636, 6042, 3686], [3058.5, 2725.5, 3108.5, 2775.5], [3267.5, 4818, 3317.5, 4868], [4838, 2734, 4888, 2784]]",7215,5412
31,031.tiff,31,Hamamatsu-XR,Scanner_A,13,"[[4701, 202, 4751, 252], [6078, 147, 6128, 197], [1161, 1368, 1211, 1418], [1478, 1331, 1528, 1381], [1376, 1579, 1426, 1629], [5275, 1954, 5325, 2004], [6224, 2107, 6274, 2157], [1919, 2909, 1969, 2959], [6656, 2837, 6706, 2887], [3551, 3528, 3601, 3578], [3110, 4703, 3160, 4753], [5201, 4916, 5251, 4966], [5234.5, 3333.5, 5284.5, 3383.5]]",7215,5412
32,032.tiff,32,Hamamatsu-XR,Scanner_A,31,"[[6109, 242, 6159, 292], [5170, 1428, 5220, 1478], [1133, 2358, 1183, 2408], [2657, 2125, 2707, 2175], [2442, 1899, 2492, 1949], [5313, 2322, 5363, 2372], [5540, 2097, 5590, 2147], [1293, 2802, 1343, 2852], [5286, 2924, 5336, 2974], [6997, 2998, 7047, 3048], [1719, 3674, 1769, 3724], [2521, 3586, 2571, 3636], [4031, 3566, 4081, 3616], [3191, 4272, 3241, 4322], [7032, 3962, 7082, 4012], [4309, 5306, 4359, 5356], [4560, 5348, 4610, 5398], [6567, 4676, 6617, 4726], [3311, 4435, 3361, 4485], [2038, 1957, 2088, 2007], [2062.5, 2301.5, 2112.5, 2351.5], [6912, 1225.5, 6962, 1275.5], [2270.5, 1451.5, 2320.5, 1501.5], [3354, 3489, 3404, 3539], [1381, 669, 1431, 719], [6680.5, 2042.5, 6730.5, 2092.5], [5724.5, 2803.5, 5774.5, 2853.5], [3608.5, 3687, 3658.5, 3737], [2940, 4172, 2990, 4222], [5392.5, 4212.5, 5442.5, 4262.5], [3693.5, 1160, 3743.5, 1210]]",7215,5412
33,033.tiff,33,Hamamatsu-XR,Scanner_A,9,"[[2621, 814, 2671, 864], [190, 454, 240, 504], [2398, 2611, 2448, 2661], [5462, 3041, 5512, 3091], [2161, 3140, 2211, 3190], [5627, 3442, 5677, 3492], [3454, 4824, 3504, 4874], [2942.5, 4804, 2992.5, 4854], [112, 1393, 162, 1443]]",7215,5412
