image_id,filename,file_number,scanner,scanner_label,num_mitoses,mitosis_coords,width,height
61,061.tiff,61,Hamamatsu-S360,Scanner_B,12,"[[3985, 711, 4035, 761], [5135, 937, 5185, 987], [2241, 1710, 2291, 1760], [3546, 1742, 3596, 1792], [3896, 1780, 3946, 1830], [2930, 3523, 2980, 3573], [3771, 3774, 3821, 3824], [3620, 3433, 3670, 3483], [2947, 4073, 2997, 4123], [4710, 4190, 4760, 4240], [6148, 4086, 6198, 4136], [74, 4858, 124, 4908]]",7113,5386
62,062.tiff,62,Hamamatsu-S360,Scanner_B,16,"[[2413, 801, 2463, 851], [1303, 1412, 1353, 1462], [1220, 1135, 1270, 1185], [2415, 1101, 2465, 1151], [6870, 1040, 6920, 1090], [172, 1872, 222, 1922], [3178, 1982, 3228, 2032], [6577, 2293, 6627, 2343], [6423, 2146, 6473, 2196], [210, 2437, 260, 2487], [361, 2942, 411, 2992], [6320, 2997, 6370, 3047], [5993, 2587, 6043, 2637], [6833, 3574, 6883, 3624], [6897, 4034, 6947, 4084], [5281.5, 4153.5, 5331.5, 4203.5]]",7112,5361
63,063.tiff,63,Hamamatsu-S360,Scanner_B,17,"[[3657, 560, 3707, 610], [2040, 1212, 2090, 1262], [2659, 1004, 2709, 1054], [934, 2319, 984, 2369], [1633, 2068, 1683, 2118], [1748, 2754, 1798, 2804], [4040, 2536, 4090, 2586], [4036, 2424, 4086, 2474], [4636, 4166, 4686, 4216], [5579, 4290, 5629, 4340], [4452, 4947, 4502, 4997], [6288, 4952, 6338, 5002], [4976.5, 2394.5, 5026.5, 2444.5], [5962.5, 173.5, 6012.5, 223.5], [3470.5, 3895.5, 3520.5, 3945.5], [3426.5, 1609, 3476.5, 1659], [2850.5, 1368.5, 2900.5, 1418.5]]",7116,5320
64,064.tiff,64,Hamamatsu-S360,Scanner_B,59,"[[2400, 790, 2450, 840], [1930, 766, 1980, 816], [1850, 653, 1900, 703], [2562, 78, 2612, 128], [2424, 104, 2474, 154], [6373, 759, 6423, 809], [1344, 1291, 1394, 1341], [1447, 1472, 1497, 1522], [998, 1303, 1048, 1353], [1072, 1110, 1122, 1160], [1176, 850, 1226, 900], [1904, 989, 1954, 1039], [2529, 1014, 2579, 1064], [2180, 1207, 2230, 1257], [5709, 1126, 5759, 1176], [6292, 1046, 6342, 1096], [6713, 946, 6763, 996], [6812, 828, 6862, 878], [6192, 1559, 6242, 1609], [6268, 1474, 6318, 1524], [6730, 1591, 6780, 1641], [4084, 2157, 4134, 2207], [6236, 2117, 6286, 2167], [734, 2827, 784, 2877], [775, 3033, 825, 3083], [1215, 2375, 1265, 2425], [1184, 2507, 1234, 2557], [2450, 2999, 2500, 3049], [2141, 2863, 2191, 2913], [2071, 2745, 2121, 2795], [1820, 2547, 1870, 2597], [3215, 2934, 3265, 2984], [3009, 2580, 3059, 2630], [4205, 3707, 4255, 3757], [557, 4288, 607, 4338], [469, 4453, 519, 4503], [2689, 4559, 2739, 4609], [2717, 4098, 2767, 4148], [2253, 3952, 2303, 4002], [3426, 4291, 3476, 4341], [3629, 4114, 3679, 4164], [3938, 4121, 3988, 4171], [4139, 4167, 4189, 4217], [3772, 4581, 3822, 4631], [5585, 4190, 5635, 4240], [5780, 4410, 5830, 4460], [499, 5184, 549, 5234], [351, 4798, 401, 4848], [3522, 4744, 3572, 4794], [3780, 5221, 3830, 5271], [6026, 5132, 6076, 5182], [4079.5, 3120, 4129.5, 3170], [2660.5, 3517, 2710.5, 3567], [5283.5, 1592.5, 5333.5, 1642.5], [261, 3196, 311, 3246], [1761, 4344.5, 1811, 4394.5], [6416.5, -11.5, 6466.5, 38.5], [3030, 4257.5, 3080, 4307.5], [2318.5, 2290.5, 2368.5, 2340.5]]",7119,5289
65,065.tiff,65,Hamamatsu-S360,Scanner_B,9,"[[2246, 224, 2296, 274], [3228, 724, 3278, 774], [6794, 2902, 6844, 2952], [5739, 3705, 5789, 3755], [666, 4022, 716, 4072], [1794, 4634, 1844, 4684], [4059, 4562, 4109, 4612], [5478.5, 2365.5, 5528.5, 2415.5], [3235.5, -7.5, 3285.5, 42.5]]",7105,5377
66,066.tiff,66,Hamamatsu-S360,Scanner_B,19,"[[3201, 1091, 3251, 1141], [4999, 1509, 5049, 1559], [118, 1900, 168, 1950], [4178, 2193, 4228, 2243], [5914, 2080, 5964, 2130], [1022, 2977, 1072, 3027], [3595, 3073, 3645, 3123], [3433, 2993, 3483, 3043], [5432, 2896, 5482, 2946], [4409, 2554, 4459, 2604], [98, 3373, 148, 3423], [2910, 3825, 2960, 3875], [1200, 3909, 1250, 3959], [4096, 4572, 4146, 4622], [6805, 4478, 6855, 4528], [4669, 4742, 4719, 4792], [2211, 943, 2261, 993], [5843, 3330.5, 5893, 3380.5], [4121, 3421.5, 4171, 3471.5]]",7126,5342
67,067.tiff,67,Hamamatsu-S360,Scanner_B,17,"[[2849, 609, 2899, 659], [1101, 218, 1151, 268], [6847, 286, 6897, 336], [6078, 496, 6128, 546], [1318, 2164, 1368, 2214], [1407, 2086, 1457, 2136], [3580, 2019, 3630, 2069], [6550, 1985, 6600, 2035], [220, 2378, 270, 2428], [787, 3352, 837, 3402], [6022, 3845, 6072, 3895], [1364, 4107, 1414, 4157], [5343, 4169, 5393, 4219], [1614, 4816, 1664, 4866], [2893, 2804, 2943, 2854], [6133, 975.5, 6183, 1025.5], [3007, 1350, 3057, 1400]]",7117,5351
68,068.tiff,68,Hamamatsu-S360,Scanner_B,6,"[[5640, 2065, 5690, 2115], [4313, 4204, 4363, 4254], [4733, 3926, 4783, 3976], [3312, 5113, 3362, 5163], [3232.5, 614.5, 3282.5, 664.5], [4592.5, 1835.5, 4642.5, 1885.5]]",7180,5352
69,069.tiff,69,Hamamatsu-S360,Scanner_B,10,"[[3602, 636, 3652, 686], [4446, 409, 4496, 459], [4343, 1053, 4393, 1103], [1203, 2528, 1253, 2578], [5293, 2566, 5343, 2616], [4583, 3631, 4633, 3681], [4306, 3927, 4356, 3977], [4307, 4534, 4357, 4584], [4814, 4348, 4864, 4398], [1491, 5253, 1541, 5303]]",7133,5293
70,070.tiff,70,Hamamatsu-S360,Scanner_B,61,"[[1374, 205, 1424, 255], [1205, 312, 1255, 362], [1139, 177, 1189, 227], [393, 44, 443, 94], [3694, 506, 3744, 556], [5470, 723, 5520, 773], [1937, 1381, 1987, 1431], [2103, 1478, 2153, 1528], [1807, 921, 1857, 971], [3601, 1166, 3651, 1216], [4005, 851, 4055, 901], [3439, 1055, 3489, 1105], [5594, 1241, 5644, 1291], [6078, 1107, 6128, 1157], [6449, 1594, 6499, 1644], [7029, 1579, 7079, 1629], [2532, 2154, 2582, 2204], [3901, 1752, 3951, 1802], [4342, 1707, 4392, 1757], [4654, 1635, 4704, 1685], [2437, 2869, 2487, 2919], [1455, 2373, 1505, 2423], [5020, 2940, 5070, 2990], [6132, 2786, 6182, 2836], [889, 3126, 939, 3176], [1072, 3358, 1122, 3408], [2641, 3108, 2691, 3158], [1682, 3239, 1732, 3289], [1866, 3371, 1916, 3421], [3290, 3201, 3340, 3251], [5171, 3612, 5221, 3662], [5380, 3705, 5430, 3755], [6246, 3467, 6296, 3517], [1195, 4239, 1245, 4289], [3609, 4419, 3659, 4469], [5752, 4049, 5802, 4099], [5488, 4346, 5538, 4396], [958, 4929, 1008, 4979], [3030, 4867, 3080, 4917], [3175, 4792, 3225, 4842], [5388, 4940, 5438, 4990], [5375, 5037, 5425, 5087], [1793.5, 4770.5, 1843.5, 4820.5], [3025, 2752, 3075, 2802], [1870, 4041, 1920, 4091], [2759.5, 4472, 2809.5, 4522], [932, 1386, 982, 1436], [963, 942.5, 1013, 992.5], [4058.5, 4071.5, 4108.5, 4121.5], [-5.5, 3095, 44.5, 3145], [6905.5, 1034.5, 6955.5, 1084.5], [4314, 2328.5, 4364, 2378.5], [4279, 2369.5, 4329, 2419.5], [331.5, 1342.5, 381.5, 1392.5], [3641, 317, 3691, 367], [5968, 3740, 6018, 3790], [4607, 1957, 4657, 2007], [3208.5, 3457.5, 3258.5, 3507.5], [3216, 2719, 3266, 2769], [-7.5, 2709, 42.5, 2759], [2288, 4659.5, 2338, 4709.5]]",7121,5331
71,071.tiff,71,Hamamatsu-S360,Scanner_B,48,"[[1886, 480, 1936, 530], [2299, 657, 2349, 707], [2786, 340, 2836, 390], [2916, 204, 2966, 254], [1403, 758, 1453, 808], [1048, 243, 1098, 293], [47, 725, 97, 775], [3507, 408, 3557, 458], [4310, 481, 4360, 531], [630, 1346, 680, 1396], [1296, 1288, 1346, 1338], [2681, 882, 2731, 932], [2737, 1386, 2787, 1436], [3451, 1009, 3501, 1059], [3889, 1549, 3939, 1599], [4611, 1501, 4661, 1551], [6001, 1351, 6051, 1401], [6765, 1529, 6815, 1579], [2412, 1802, 2462, 1852], [2665, 1690, 2715, 1740], [1952, 2126, 2002, 2176], [3386, 1680, 3436, 1730], [3931, 1644, 3981, 1694], [3634, 2191, 3684, 2241], [6421, 2142, 6471, 2192], [309, 2940, 359, 2990], [1705, 2484, 1755, 2534], [5270, 2411, 5320, 2461], [5151, 2645, 5201, 2695], [3350, 3679, 3400, 3729], [4205, 3770, 4255, 3820], [4518, 3556, 4568, 3606], [519, 3849, 569, 3899], [195, 5060, 245, 5110], [249, 5075, 299, 5125], [1964, 4741, 2014, 4791], [1816, 4737, 1866, 4787], [6907, 4896, 6957, 4946], [6654, 4680, 6704, 4730], [2496, 3703, 2546, 3753], [6435, 4605, 6485, 4655], [2628.5, 4693.5, 2678.5, 4743.5], [4574.5, 2125.5, 4624.5, 2175.5], [153, 3600, 203, 3650], [6507.5, 4985.5, 6557.5, 5035.5], [5865, 3207, 5915, 3257], [4700.5, 2303.5, 4750.5, 2353.5], [2858.5, 4659, 2908.5, 4709]]",7108,5329
72,072.tiff,72,Hamamatsu-S360,Scanner_B,79,"[[1600, 716, 1650, 766], [2476, 169, 2526, 219], [178, 570, 228, 620], [963, 284, 1013, 334], [1098, 496, 1148, 546], [476, 296, 526, 346], [4258, 490, 4308, 540], [4545, 516, 4595, 566], [4737, 608, 4787, 658], [5926, 195, 5976, 245], [16, 1523, 66, 1573], [1122, 1536, 1172, 1586], [823, 1143, 873, 1193], [872, 1171, 922, 1221], [1948, 1276, 1998, 1326], [1750, 1304, 1800, 1354], [2103, 905, 2153, 955], [2311, 1421, 2361, 1471], [5392, 1570, 5442, 1620], [6624, 1239, 6674, 1289], [7049, 984, 7099, 1034], [1095, 1989, 1145, 2039], [189, 1688, 239, 1738], [957, 1783, 1007, 1833], [2179, 1633, 2229, 1683], [2468, 1804, 2518, 1854], [5231, 2030, 5281, 2080], [5277, 1986, 5327, 2036], [4600, 1724, 4650, 1774], [5582, 2142, 5632, 2192], [6065, 1900, 6115, 1950], [6114, 2291, 6164, 2341], [1386, 2397, 1436, 2447], [6045, 2433, 6095, 2483], [5993, 2583, 6043, 2633], [6590, 2427, 6640, 2477], [222, 3777, 272, 3827], [1659, 3740, 1709, 3790], [3652, 3335, 3702, 3385], [4109, 3678, 4159, 3728], [6754, 3740, 6804, 3790], [535, 4602, 585, 4652], [1533, 4069, 1583, 4119], [2170, 4453, 2220, 4503], [2244, 4433, 2294, 4483], [4103, 3941, 4153, 3991], [4266, 4589, 4316, 4639], [5172, 4138, 5222, 4188], [6128, 3960, 6178, 4010], [6069, 4247, 6119, 4297], [2692, 5180, 2742, 5230], [3975, 4870, 4025, 4920], [3822, 4754, 3872, 4804], [3565.5, 3114.5, 3615.5, 3164.5], [2966.5, 642.5, 3016.5, 692.5], [3100, 4887, 3150, 4937], [3701.5, 1109, 3751.5, 1159], [3173.5, 2914.5, 3223.5, 2964.5], [2654.5, 2885.5, 2704.5, 2935.5], [6066.5, 1245.5, 6116.5, 1295.5], [788.5, 4747.5, 838.5, 4797.5], [568, 3503, 618, 3553], [6564, 1823, 6614, 1873], [6878.5, 568.5, 6928.5, 618.5], [958.5, 1011.5, 1008.5, 1061.5], [392, 1037, 442, 1087], [816.5, 2111.5, 866.5, 2161.5], [6771.5, 878.5, 6821.5, 928.5], [2968, 2763.5, 3018, 2813.5], [226, 1736, 276, 1786], [5513, 161.5, 5563, 211.5], [3046.5, 255.5, 3096.5, 305.5], [2277.5, 2824, 2327.5, 2874], [618.5, 599, 668.5, 649], [2342, 430, 2392, 480], [4154.5, -12, 4204.5, 38], [95.5, 448, 145.5, 498], [1380.5, 3868.5, 1430.5, 3918.5], [6303, 4283, 6353, 4333]]",7119,5308
73,073.tiff,73,Hamamatsu-S360,Scanner_B,22,"[[3904, 120, 3954, 170], [6192, 455, 6242, 505], [2538, 1647, 2588, 1697], [5446, 3787, 5496, 3837], [6262, 3136, 6312, 3186], [44, 5208, 94, 5258], [6404, 5215, 6454, 5265], [131.5, 702.5, 181.5, 752.5], [4656, 4428, 4706, 4478], [4326.5, 1245.5, 4376.5, 1295.5], [2915.5, 4151, 2965.5, 4201], [2495.5, 1338, 2545.5, 1388], [3916.5, 3792.5, 3966.5, 3842.5], [3570.5, 3669, 3620.5, 3719], [4849.5, -6, 4899.5, 44], [6533.5, 1586.5, 6583.5, 1636.5], [1392, 2288, 1442, 2338], [4904, 4563.5, 4954, 4613.5], [6639.5, 3136, 6689.5, 3186], [6432.5, 4965, 6482.5, 5015], [461.5, 4266.5, 511.5, 4316.5], [6593, 3822.5, 6643, 3872.5]]",7127,5306
74,074.tiff,74,Hamamatsu-S360,Scanner_B,7,"[[22, 119, 72, 169], [7151, 374, 7201, 424], [6945, 2514, 6995, 2564], [4729, 3560, 4779, 3610], [310, 4066, 360, 4116], [6413, 3990, 6463, 4040], [4453, 5114, 4503, 5164]]",7183,5331
75,075.tiff,75,Hamamatsu-S360,Scanner_B,15,"[[4426, 1334, 4476, 1384], [371, 2239, 421, 2289], [6712, 2058, 6762, 2108], [847, 2434, 897, 2484], [668, 2298, 718, 2348], [5910, 2834, 5960, 2884], [4056, 3528, 4106, 3578], [966, 3986, 1016, 4036], [1965, 4633, 2015, 4683], [1468, 5156, 1518, 5206], [4614.5, 4633, 4664.5, 4683], [2288, 1383.5, 2338, 1433.5], [6234, 2292.5, 6284, 2342.5], [4588.5, 4874, 4638.5, 4924], [449, 2573, 499, 2623]]",7185,5351
76,076.tiff,76,Hamamatsu-S360,Scanner_B,27,"[[2344, 101, 2394, 151], [2990, 535, 3040, 585], [5361, 384, 5411, 434], [6532, 691, 6582, 741], [759, 1299, 809, 1349], [1864, 1136, 1914, 1186], [2582, 1086, 2632, 1136], [2550, 865, 2600, 915], [2869, 1408, 2919, 1458], [6559, 1326, 6609, 1376], [3181, 1928, 3231, 1978], [2381, 2693, 2431, 2743], [2488, 2728, 2538, 2778], [6802, 2432, 6852, 2482], [3850, 3627, 3900, 3677], [3755, 3865, 3805, 3915], [5121, 3441, 5171, 3491], [5891, 3520, 5941, 3570], [5842, 3174, 5892, 3224], [2134, 4464, 2184, 4514], [3785, 4199, 3835, 4249], [4258, 4301, 4308, 4351], [1253, 4826, 1303, 4876], [2882, 5033, 2932, 5083], [4804, 5064, 4854, 5114], [2618.5, 3792.5, 2668.5, 3842.5], [2613, 2312.5, 2663, 2362.5]]",7115,5302
